SampleID	FrogSpecies	FrogGenus	FrogFamily	FrogOrder	LifeStage	CaptiveWild	CaptiveWild2	Species_captive_wild	Type_of_captivity	FrogSex	Locality	State	Country	Region	Latitude	Longitude	CollectionHabitat	HabitatClass	Larval_Dev_Site	CollectionDate	MonthYear	CollectionSeason	BioZone	CollectionMacrohabitat	RinseMethod	SampleType	ExtractionMethod	SequenceMethod	SequenceCenter	SampleContact	Keep_1	ID_Sampo	GenerationCaptivity	Duration.Captivity	CaptivitySubstrateDetailed	GroupedSubstrate	BinarySubstrate	Description
MVB2015-2615	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Adult	Captive	CaptiveNatural	Andrias japonicus.Captive	unknown	Male	Asa.Zoo.Andrias.breeding.center.Hiroshima	NA	Japan	Temperate	NA	NA	Captive	Aquatic	Stream	7.March.2035	March.2015	Unknown	NA	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-2615	Born in captivity	more than 5 years	Water	Water	Natural Substrate	NA
PGFC.1	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	F	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.1	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.10	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	F	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.10	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.2	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	M	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.2	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.3	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	F	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.3	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.4	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	M	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.4	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.5	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	F	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.5	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.6	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	M	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.6	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.7	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	M	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.7	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.8	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	F	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.8	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
PGFC.9	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Captive	CaptiveNatural	Atelopus zeteki.Captive	unknown	M	National.Zoo	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	PGFC.9	Born in Captivity	2 years	soil and water	Soil	Natural Substrate	NA
MVB2015-920	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Male	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2015	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-920	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-922	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2016	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-922	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-924	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Male	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2017	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-924	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-926	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2018	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-926	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-928	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Male	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2019	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-928	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-931	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Male	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2020	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-931	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-934	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Male	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2021	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-934	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-936	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Male	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2022	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-936	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-939	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2023	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-939	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-941	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2024	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-941	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-945	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2025	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-945	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-948	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Male	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2026	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-948	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-950	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2027	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-950	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-967	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Male	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2032	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-967	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-969	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2033	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-969	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-971	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2034	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-971	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-973	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Female	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2035	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-973	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
MVB2015-976	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Subadult	Captive	CaptiveNatural	Cynops pyrrhogaster.Captive	unknown	Unknown	Hiroshima.Univ.Institute.Amph.Biol	NA	Japan	Temperate	34.385278	132.455288	Captive	Semi_aquatic	Pond	4.March.2036	March.2015	Unknown	temperate.deciduous.forest	Captive	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-976	Born in captivity	2 years and up	gravel with flow throuogh water	Rock	Natural Substrate	NA
AH-070	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Captive	CaptiveNatural	Espadarana prosoblepon.Captive	NA	NA	EVACC	NA	Panama	Tropical	captive	frozen swab in glycerol	_1.646511549	NA	AH_070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-070	Brought into Captivity	Missing	Missing	Soil	Natural Substrate	skin
AH-071	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Captive	CaptiveNatural	Espadarana prosoblepon.Captive	NA	NA	EVACC	NA	Panama	Tropical	captive	frozen swab in glycerol	_0.3728198	NA	AH_071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-071	Brought into Captivity	Missing	Missing	Soil	Natural Substrate	skin
AH-072	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Captive	CaptiveNatural	Espadarana prosoblepon.Captive	NA	NA	EVACC	NA	Panama	Tropical	captive	frozen swab in glycerol	0.101941623	NA	AH_072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-072	Brought into Captivity	Missing	Missing	Soil	Natural Substrate	skin
AH-073	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Captive	CaptiveNatural	Espadarana prosoblepon.Captive	NA	NA	EVACC	NA	Panama	Tropical	captive	frozen swab in glycerol	0.751763152	NA	AH_073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-073	Brought into Captivity	Missing	Missing	Soil	Natural Substrate	skin
HL1.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL1.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	4 months	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
HL11.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL11.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	9 months	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
HL13.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL13.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	4 months	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
HL15.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Female	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL15.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	5 years	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
HL17.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Male	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL17.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	5 years	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
HL3.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL3.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	4 months	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
HL5.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL5.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	3 months	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
HL7.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL7.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	1 year	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
HL9.Hylomantis.lemur.Costa.Rica.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Captive	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL9.Hylomantis.lemur.Costa.Rica.captive	Brought into Captivity	1 year	Natural Soil	Soil	Natural Substrate	swab in 70% ethanol
ZA1.Hylomantis.lemur.Atlanta.Zoo.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Atlanta Zoo	Atlanta	USA	Tropical	Temperate	NA	Captive	Arboreal	Pond	Unknown	Unknown	Unknown	NA	Captive	Unknown	Ventral	Unknown	Unknown	Colorado	Doug.Woodhams	Keep	ZA1.Hylomantis.lemur.Atlanta.Zoo.captive	Born in Captivity	7 years	Natural Soil	Soil	Natural Substrate	dry swab
ZA12.Hylomantis.lemur.Atlanta.Zoo.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Atlanta Zoo	Atlanta	USA	Tropical	Temperate	NA	Captive	Arboreal	Pond	Unknown	Unknown	Unknown	NA	Captive	Unknown	Ventral	Unknown	Unknown	Colorado	Doug.Woodhams	Keep	ZA12.Hylomantis.lemur.Atlanta.Zoo.captive	Born in Captivity	7 years	Natural Soil	Soil	Natural Substrate	dry swab
ZA39.Hylomantis.lemur.Atlanta.Zoo.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Atlanta Zoo	Atlanta	USA	Tropical	Temperate	NA	Captive	Arboreal	Pond	Unknown	Unknown	Unknown	NA	Captive	Unknown	Ventral	Unknown	Unknown	Colorado	Doug.Woodhams	Keep	ZA39.Hylomantis.lemur.Atlanta.Zoo.captive	Born in Captivity	7 years	Natural Soil	Soil	Natural Substrate	dry swab
ZA53.Hylomantis.lemur.Atlanta.Zoo.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Atlanta Zoo	Atlanta	USA	Tropical	Temperate	NA	Captive	Arboreal	Pond	Unknown	Unknown	Unknown	NA	Captive	Unknown	Ventral	Unknown	Unknown	Colorado	Doug.Woodhams	Keep	ZA53.Hylomantis.lemur.Atlanta.Zoo.captive	Born in Captivity	7 years	Natural Soil	Soil	Natural Substrate	dry swab
ZA6.Hylomantis.lemur.Atlanta.Zoo.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Atlanta Zoo	Atlanta	USA	Tropical	Temperate	NA	Captive	Arboreal	Pond	Unknown	Unknown	Unknown	NA	Captive	Unknown	Ventral	Unknown	Unknown	Colorado	Doug.Woodhams	Keep	ZA6.Hylomantis.lemur.Atlanta.Zoo.captive	Born in Captivity	7 years	Natural Soil	Soil	Natural Substrate	dry swab
ZA66.Hylomantis.lemur.Atlanta.Zoo.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Atlanta Zoo	Atlanta	USA	Tropical	Temperate	NA	Captive	Arboreal	Pond	Unknown	Unknown	Unknown	NA	Captive	Unknown	Ventral	Unknown	Unknown	Colorado	Doug.Woodhams	Keep	ZA66.Hylomantis.lemur.Atlanta.Zoo.captive	Born in Captivity	7 years	Natural Soil	Soil	Natural Substrate	dry swab
ZA67.Hylomantis.lemur.Atlanta.Zoo.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Atlanta Zoo	Atlanta	USA	Tropical	Temperate	NA	Captive	Arboreal	Pond	Unknown	Unknown	Unknown	NA	Captive	Unknown	Ventral	Unknown	Unknown	Colorado	Doug.Woodhams	Keep	ZA67.Hylomantis.lemur.Atlanta.Zoo.captive	Born in Captivity	7 years	Natural Soil	Soil	Natural Substrate	dry swab
ZA7.Hylomantis.lemur.Atlanta.Zoo.captive	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Captive	CaptiveNatural	Hylomantis lemur.Captive	unknown	Unknown	Atlanta Zoo	Atlanta	USA	Tropical	Temperate	NA	Captive	Arboreal	Pond	Unknown	Unknown	Unknown	NA	Captive	Unknown	Ventral	Unknown	Unknown	Colorado	Doug.Woodhams	Keep	ZA7.Hylomantis.lemur.Atlanta.Zoo.captive	Born in Captivity	7 years	Natural Soil	Soil	Natural Substrate	dry swab
Mantella.aurantiaca.10.023.1267819	Mantella aurantiaca	Mantella	Mantellidae	Anura	Adult	Captive	CaptiveNatural	Mantella aurantiaca.Captive	unknown	Female	Mitsinjo Breeding Facility	Breeding.Center	Madagascar	Tropical	NA	NA	Captive	Terrestrial	Pond	11.Sept.13	September.2013	Dry	NA	NA	50ml.Uvsterilize	Ventral	MoBioPS_Single	2x150	Colorado	Vences.MollyBletz	Keep	Mantella.aurantiaca.10.023.1267819	Born in captivity	1 year	Gravel leaf litter and  Live plants	Soil	Natural Substrate	NA
Mantella.aurantiaca.10.024.1267676	Mantella aurantiaca	Mantella	Mantellidae	Anura	Adult	Captive	CaptiveNatural	Mantella aurantiaca.Captive	unknown	Female	Mitsinjo Breeding Facility	Breeding.Center	Madagascar	Tropical	NA	NA	Captive	Terrestrial	Pond	11.Sept.13	September.2013	Dry	NA	NA	50ml.Uvsterilize	Ventral	MoBioPS_Single	2x150	Colorado	Vences.MollyBletz	Keep	Mantella.aurantiaca.10.024.1267676	Born in captivity	1 year	Gravel leaf litter and  Live plants	Soil	Natural Substrate	NA
Mantella.aurantiaca.10.025.1267610	Mantella aurantiaca	Mantella	Mantellidae	Anura	Adult	Captive	CaptiveNatural	Mantella aurantiaca.Captive	unknown	Male	Mitsinjo Breeding Facility	Breeding.Center	Madagascar	Tropical	NA	NA	Captive	Terrestrial	Pond	11.Sept.13	September.2013	Dry	NA	NA	50ml.Uvsterilize	Ventral	MoBioPS_Single	2x150	Colorado	Vences.MollyBletz	Keep	Mantella.aurantiaca.10.025.1267610	Born in captivity	1 year	Gravel leaf litter and  Live plants	Soil	Natural Substrate	NA
Mantella.aurantiaca.10.026.1267722	Mantella aurantiaca	Mantella	Mantellidae	Anura	Subadult	Captive	CaptiveNatural	Mantella aurantiaca.Captive	unknown	Unknown	Mitsinjo Breeding Facility	Breeding.Center	Madagascar	Tropical	NA	NA	Captive	Terrestrial	Pond	11.Sept.13	September.2013	Dry	NA	NA	50ml.Uvsterilize	Ventral	MoBioPS_Single	2x150	Colorado	Vences.MollyBletz	Keep	Mantella.aurantiaca.10.026.1267722	Born in captivity	1 year	Gravel leaf litter and  Live plants	Soil	Natural Substrate	NA
